Category,Product,City,Order Date,Sales,Discount,Profit
"Eggs, Meat & Fish",Eggs,Perambalur,2018-09-25,2049,0.13,655.68
"Eggs, Meat & Fish",Eggs,Kanyakumari,2018-09-25,570,0.22,125.4
"Eggs, Meat & Fish",Mutton,Karur,2018-09-25,1236,0.35,333.72
Beverages,Health Drinks,Bodi,2018-09-25,1069,0.32,459.67
Bakery,Cakes,Namakkal,2015-09-24,1946,0.27,622.72
Snacks,Noodles,Dindigul,2017-10-21,595,0.11,196.35
"Eggs, Meat & Fish",Mutton,Ramanadhapuram,2017-10-21,2439,0.21,658.53
Bakery,Biscuits,Karur,2017-10-21,2415,0.24,555.45
Oil & Masala,Spices,Tirunelveli,2017-10-21,1725,0.27,362.25
Fruits & Veggies,Fresh Vegetables,Tenkasi,2018-05-29,688,0.21,116.96
Food Grains,Rice,Karur,2018-05-29,1698,0.16,339.6
Bakery,Breads & Buns,Pudukottai,2015-07-23,1665,0.33,216.45
Beverages,Health Drinks,Ooty,2015-07-23,1309,0.13,78.54
Oil & Masala,Spices,Vellore,2015-07-23,905,0.32,72.4
"Eggs, Meat & Fish",Mutton,Theni,2015-07-23,2271,0.35,295.23
Snacks,Chocolates,Pudukottai,2017-09-28,2091,0.27,522.75
Food Grains,Atta & Flour,Salem,2018-08-27,1917,0.28,172.53
Food Grains,Rice,Cumbum,2016-04-28,641,0.17,179.48
Oil & Masala,Spices,Salem,2016-04-28,1192,0.26,417.2
Food Grains,Rice,Ooty,2016-04-28,1132,0.21,464.12
Oil & Masala,Masalas,Namakkal,2017-10-28,1727,0.27,224.51
"Eggs, Meat & Fish",Mutton,Pudukottai,2017-10-28,1051,0.34,378.36
Beverages,Health Drinks,Trichy,2016-06-26,2109,0.19,337.44
"Eggs, Meat & Fish",Mutton,Virudhunagar,2016-11-27,1311,0.14,314.64
Fruits & Veggies,Organic Fruits,Ooty,2016-11-27,759,0.1,265.65
Bakery,Biscuits,Virudhunagar,2016-12-03,2201,0.21,462.21
Snacks,Cookies,Pudukottai,2016-12-03,1964,0.22,314.24
Snacks,Chocolates,Chennai,2015-11-24,1898,0.19,702.26
Bakery,Biscuits,Coimbatore,2018-12-11,2282,0.19,114.1
Bakery,Breads & Buns,Karur,2018-12-11,2294,0.18,596.44
Oil & Masala,Spices,Coimbatore,2015-09-21,2213,0.34,995.85
Food Grains,Atta & Flour,Dharmapuri,2015-09-21,1797,0.3,269.55
Oil & Masala,Edible Oil & Ghee,Pudukottai,2015-06-07,1912,0.29,382.4
Food Grains,Rice,Bodi,2018-06-30,1865,0.11,354.35
Bakery,Cakes,Kanyakumari,2018-10-17,1838,0.24,753.58
Beverages,Soft Drinks,Karur,2018-10-17,1626,0.23,195.12
Snacks,Noodles,Kanyakumari,2016-10-31,647,0.33,71.17
Bakery,Breads & Buns,Trichy,2017-09-08,1042,0.2,177.14
Beverages,Health Drinks,Virudhunagar,2017-09-08,1519,0.23,318.99
Beverages,Health Drinks,Perambalur,2017-09-08,532,0.26,148.96
"Eggs, Meat & Fish",Chicken,Ooty,2017-09-08,1477,0.23,73.85
Bakery,Cakes,Tenkasi,2015-12-24,707,0.14,98.98
Snacks,Cookies,Cumbum,2015-04-16,1748,0.24,314.64
Oil & Masala,Masalas,Virudhunagar,2018-12-24,2257,0.15,361.12
Food Grains,Atta & Flour,Perambalur,2018-12-08,762,0.31,198.12
Food Grains,Rice,Tenkasi,2018-12-08,904,0.17,63.28
Fruits & Veggies,Fresh Fruits,Krishnagiri,2018-12-08,958,0.18,182.02
Beverages,Soft Drinks,Trichy,2018-12-08,2193,0.33,899.13
"Eggs, Meat & Fish",Eggs,Krishnagiri,2018-12-08,830,0.14,66.4
Bakery,Cakes,Nagercoil,2018-12-08,1531,0.28,505.23
Snacks,Cookies,Coimbatore,2018-12-08,2355,0.14,753.6
Oil & Masala,Edible Oil & Ghee,Perambalur,2018-12-08,917,0.19,256.76
Bakery,Breads & Buns,Dharmapuri,2018-12-08,1433,0.25,458.56
"Eggs, Meat & Fish",Fish,Namakkal,2018-11-03,2246,0.31,965.78
Food Grains,Dals & Pulses,Salem,2018-11-03,2130,0.23,937.2
Snacks,Cookies,Dindigul,2018-06-24,2461,0.18,393.76
Beverages,Soft Drinks,Cumbum,2017-04-14,1863,0.1,167.67
Food Grains,Dals & Pulses,Karur,2018-11-06,1382,0.1,290.22
Beverages,Health Drinks,Tirunelveli,2018-03-04,807,0.32,88.77
"Eggs, Meat & Fish",Fish,Virudhunagar,2018-03-04,1272,0.24,305.28
Fruits & Veggies,Organic Fruits,Perambalur,2015-06-22,1621,0.15,470.09
Bakery,Breads & Buns,Namakkal,2018-10-19,1356,0.27,501.72
Food Grains,Organic Staples,Vellore,2018-10-19,684,0.21,54.72
Bakery,Cakes,Karur,2018-08-21,540,0.27,162.0
Beverages,Soft Drinks,Viluppuram,2018-11-23,1256,0.21,113.04
Beverages,Health Drinks,Tenkasi,2018-11-23,581,0.2,214.97
Snacks,Noodles,Coimbatore,2015-09-12,707,0.1,226.24
Fruits & Veggies,Organic Vegetables,Nagercoil,2018-10-01,913,0.19,374.33
Food Grains,Rice,Ooty,2017-04-15,507,0.33,96.33
Fruits & Veggies,Fresh Fruits,Krishnagiri,2017-04-15,1367,0.29,355.42
Food Grains,Organic Staples,Coimbatore,2017-04-15,833,0.28,233.24
Beverages,Soft Drinks,Madurai,2017-04-15,1987,0.34,258.31
Bakery,Breads & Buns,Madurai,2017-06-06,1152,0.11,264.96
Snacks,Noodles,Chennai,2015-12-19,1362,0.12,517.56
Snacks,Cookies,Kanyakumari,2015-12-19,942,0.15,122.46
"Eggs, Meat & Fish",Eggs,Dharmapuri,2017-06-12,2200,0.1,792.0
Snacks,Noodles,Tenkasi,2017-06-12,861,0.25,258.3
Oil & Masala,Masalas,Salem,2018-09-15,1648,0.33,444.96
Fruits & Veggies,Organic Fruits,Perambalur,2018-01-20,1805,0.23,216.6
Fruits & Veggies,Fresh Vegetables,Coimbatore,2017-09-05,620,0.3,74.4
Snacks,Noodles,Ooty,2017-09-05,1216,0.27,547.2
"Eggs, Meat & Fish",Fish,Dindigul,2017-09-05,686,0.3,34.3
Food Grains,Dals & Pulses,Karur,2017-09-05,1648,0.23,313.12
Food Grains,Dals & Pulses,Salem,2017-09-05,506,0.23,217.58
Snacks,Chocolates,Tirunelveli,2017-09-05,1579,0.21,347.38
Snacks,Chocolates,Chennai,2018-03-20,550,0.29,231.0
Beverages,Soft Drinks,Namakkal,2017-04-01,2020,0.22,848.4
Bakery,Cakes,Pudukottai,2017-04-01,695,0.24,104.25
Food Grains,Dals & Pulses,Dharmapuri,2017-04-01,2453,0.35,367.95
Oil & Masala,Masalas,Pudukottai,2017-04-01,1820,0.23,637.0
"Eggs, Meat & Fish",Mutton,Virudhunagar,2017-04-01,508,0.28,152.4
Oil & Masala,Edible Oil & Ghee,Virudhunagar,2017-04-01,2459,0.23,860.65
Oil & Masala,Masalas,Ramanadhapuram,2018-10-20,850,0.11,93.5
Bakery,Biscuits,Coimbatore,2018-10-20,2417,0.2,821.78
Snacks,Noodles,Ooty,2017-12-13,795,0.3,206.7
Food Grains,Dals & Pulses,Tirunelveli,2015-02-12,2142,0.26,664.02
Food Grains,Dals & Pulses,Perambalur,2017-09-26,1542,0.2,647.64
"Eggs, Meat & Fish",Chicken,Dindigul,2017-09-26,2411,0.3,699.19
Food Grains,Atta & Flour,Viluppuram,2016-12-15,1213,0.28,206.21
Food Grains,Atta & Flour,Namakkal,2016-12-15,507,0.1,101.4
"Eggs, Meat & Fish",Eggs,Perambalur,2016-12-15,618,0.28,216.3
Beverages,Health Drinks,Vellore,2017-04-22,1199,0.33,167.86
Food Grains,Organic Staples,Viluppuram,2017-04-22,2200,0.23,484.0
Fruits & Veggies,Fresh Vegetables,Pudukottai,2017-04-22,1238,0.27,519.96
Beverages,Soft Drinks,Bodi,2017-04-22,1962,0.22,412.02
Snacks,Chocolates,Pudukottai,2017-04-22,580,0.26,139.2
Oil & Masala,Edible Oil & Ghee,Nagercoil,2016-01-17,2412,0.21,168.84
Bakery,Biscuits,Viluppuram,2018-03-31,1224,0.16,208.08
Fruits & Veggies,Organic Fruits,Salem,2017-12-16,1356,0.31,216.96
Beverages,Soft Drinks,Karur,2016-12-20,502,0.25,80.32
Bakery,Breads & Buns,Perambalur,2015-11-09,2271,0.23,658.59
"Eggs, Meat & Fish",Chicken,Chennai,2015-11-09,1977,0.33,514.02
Beverages,Soft Drinks,Perambalur,2015-11-09,1388,0.34,208.2
"Eggs, Meat & Fish",Fish,Namakkal,2015-11-09,2115,0.19,359.55
Oil & Masala,Masalas,Krishnagiri,2015-11-09,1976,0.18,790.4
Bakery,Breads & Buns,Perambalur,2015-11-09,1323,0.22,251.37
Food Grains,Organic Staples,Perambalur,2017-07-12,639,0.25,255.6
Food Grains,Atta & Flour,Perambalur,2017-10-27,1544,0.14,633.04
Fruits & Veggies,Organic Fruits,Nagercoil,2017-06-26,1223,0.12,146.76
Snacks,Chocolates,Krishnagiri,2017-06-26,1224,0.22,403.92
Bakery,Cakes,Karur,2015-10-06,2157,0.25,949.08
Bakery,Cakes,Dharmapuri,2015-07-22,673,0.1,195.17
Food Grains,Atta & Flour,Virudhunagar,2015-07-22,2092,0.23,188.28
Snacks,Cookies,Tenkasi,2018-06-10,1892,0.19,491.92
Snacks,Cookies,Coimbatore,2018-06-10,1943,0.14,777.2
Fruits & Veggies,Organic Fruits,Coimbatore,2018-06-10,1968,0.14,649.44
"Eggs, Meat & Fish",Mutton,Namakkal,2015-10-29,1596,0.26,478.8
Snacks,Cookies,Ramanadhapuram,2015-06-09,1637,0.3,572.95
Snacks,Chocolates,Ramanadhapuram,2015-06-09,2232,0.1,870.48
Bakery,Cakes,Tirunelveli,2015-06-09,1917,0.22,843.48
Beverages,Soft Drinks,Tenkasi,2015-09-14,531,0.22,74.34
Fruits & Veggies,Fresh Fruits,Ooty,2015-09-14,1283,0.24,526.03
Beverages,Soft Drinks,Cumbum,2017-05-09,937,0.33,327.95
Beverages,Health Drinks,Pudukottai,2017-03-18,1373,0.17,247.14
Beverages,Soft Drinks,Krishnagiri,2016-12-27,1598,0.33,415.48
Food Grains,Atta & Flour,Karur,2017-07-25,1398,0.26,545.22
Beverages,Health Drinks,Cumbum,2017-07-25,1070,0.24,53.5
Fruits & Veggies,Organic Vegetables,Virudhunagar,2017-07-25,1948,0.25,818.16
"Eggs, Meat & Fish",Mutton,Kanyakumari,2017-07-25,702,0.28,161.46
Beverages,Soft Drinks,Nagercoil,2017-05-30,1953,0.23,722.61
"Eggs, Meat & Fish",Fish,Ramanadhapuram,2017-05-30,548,0.15,115.08
Snacks,Cookies,Bodi,2017-05-30,1952,0.17,624.64
Food Grains,Dals & Pulses,Pudukottai,2017-05-30,1836,0.24,716.04
Bakery,Breads & Buns,Perambalur,2017-05-30,2292,0.16,114.6
Beverages,Health Drinks,Madurai,2018-11-12,2112,0.18,380.16
Food Grains,Rice,Karur,2016-03-16,2354,0.18,870.98
Snacks,Chocolates,Perambalur,2016-03-16,2061,0.31,865.62
Snacks,Noodles,Karur,2016-03-16,1791,0.31,519.39
Oil & Masala,Edible Oil & Ghee,Coimbatore,2016-03-16,2009,0.31,904.05
Fruits & Veggies,Organic Fruits,Tenkasi,2018-11-26,1850,0.29,777.0
Bakery,Breads & Buns,Ramanadhapuram,2018-11-26,898,0.33,80.82
Bakery,Breads & Buns,Nagercoil,2017-10-20,1070,0.28,310.3
Oil & Masala,Masalas,Ramanadhapuram,2018-12-21,606,0.29,121.2
Beverages,Health Drinks,Ooty,2018-12-21,2352,0.27,564.48
"Eggs, Meat & Fish",Eggs,Bodi,2018-01-22,1381,0.24,151.91
"Eggs, Meat & Fish",Eggs,Chennai,2018-01-22,1170,0.17,257.4
Snacks,Noodles,Tenkasi,2018-01-22,1815,0.12,272.25
"Eggs, Meat & Fish",Eggs,Coimbatore,2018-01-22,595,0.21,89.25
Bakery,Breads & Buns,Salem,2016-03-22,640,0.27,256.0
"Eggs, Meat & Fish",Mutton,Salem,2016-03-22,1854,0.34,519.12
"Eggs, Meat & Fish",Chicken,Karur,2016-03-22,2088,0.33,689.04
Fruits & Veggies,Fresh Vegetables,Perambalur,2018-01-23,1837,0.34,734.8
Oil & Masala,Masalas,Bodi,2017-05-21,737,0.29,221.1
"Eggs, Meat & Fish",Eggs,Kanyakumari,2017-05-21,2447,0.29,978.8
"Eggs, Meat & Fish",Chicken,Krishnagiri,2016-12-26,1102,0.22,77.14
Bakery,Cakes,Trichy,2018-10-21,2236,0.27,178.88
Snacks,Noodles,Salem,2018-10-21,1413,0.28,155.43
Snacks,Cookies,Karur,2016-09-03,1032,0.33,237.36
Bakery,Breads & Buns,Vellore,2016-09-03,1597,0.13,367.31
"Eggs, Meat & Fish",Fish,Karur,2016-09-03,1537,0.31,169.07
"Eggs, Meat & Fish",Chicken,Coimbatore,2016-11-07,1245,0.2,348.6
Snacks,Noodles,Ooty,2018-09-07,1902,0.13,646.68
Food Grains,Organic Staples,Nagercoil,2017-05-29,888,0.22,115.44
Food Grains,Dals & Pulses,Tenkasi,2017-05-29,1416,0.25,396.48
Snacks,Noodles,Chennai,2017-07-10,739,0.17,310.38
Beverages,Soft Drinks,Ramanadhapuram,2018-09-03,1262,0.22,302.88
Beverages,Soft Drinks,Perambalur,2016-12-03,2241,0.22,493.02
Food Grains,Rice,Theni,2016-12-07,2060,0.24,412.0
Snacks,Chocolates,Salem,2016-12-07,1633,0.35,669.53
Beverages,Soft Drinks,Trichy,2015-02-01,1338,0.27,374.64
Fruits & Veggies,Organic Fruits,Dharmapuri,2017-07-14,1382,0.12,179.66
Beverages,Soft Drinks,Nagercoil,2016-12-18,1296,0.26,388.8
Snacks,Chocolates,Salem,2015-05-11,2289,0.16,526.47
Fruits & Veggies,Fresh Vegetables,Ooty,2015-05-11,898,0.24,44.9
"Eggs, Meat & Fish",Chicken,Bodi,2015-05-11,2017,0.14,665.61
Snacks,Chocolates,Tirunelveli,2018-11-19,1404,0.3,294.84
Bakery,Cakes,Bodi,2018-11-19,888,0.23,337.44
"Eggs, Meat & Fish",Fish,Cumbum,2016-11-15,659,0.28,204.29
Beverages,Soft Drinks,Ooty,2016-11-15,1167,0.3,501.81
"Eggs, Meat & Fish",Chicken,Theni,2016-11-15,1471,0.1,308.91
"Eggs, Meat & Fish",Mutton,Coimbatore,2017-04-15,2481,0.26,421.77
Beverages,Soft Drinks,Tirunelveli,2018-09-11,2336,0.34,607.36
Beverages,Health Drinks,Kanyakumari,2018-11-24,1696,0.21,84.8
Oil & Masala,Spices,Perambalur,2018-06-29,1904,0.26,628.32
"Eggs, Meat & Fish",Eggs,Pudukottai,2015-03-03,861,0.2,163.59
Fruits & Veggies,Organic Vegetables,Karur,2017-06-10,1505,0.29,376.25
"Eggs, Meat & Fish",Eggs,Nagercoil,2017-06-10,1791,0.19,608.94
Snacks,Noodles,Coimbatore,2017-06-10,1826,0.22,91.3
"Eggs, Meat & Fish",Fish,Tirunelveli,2018-11-20,768,0.25,268.8
Bakery,Breads & Buns,Perambalur,2018-11-20,1551,0.21,511.83
Fruits & Veggies,Organic Fruits,Coimbatore,2015-09-14,1313,0.31,525.2
Fruits & Veggies,Fresh Vegetables,Nagercoil,2015-09-14,1455,0.3,494.7
Fruits & Veggies,Organic Fruits,Vellore,2016-12-07,777,0.25,186.48
Beverages,Health Drinks,Virudhunagar,2016-12-07,2179,0.31,326.85
Fruits & Veggies,Fresh Fruits,Namakkal,2018-12-07,1527,0.16,305.4
Bakery,Biscuits,Virudhunagar,2018-10-01,2207,0.33,132.42
"Eggs, Meat & Fish",Eggs,Trichy,2018-10-01,1879,0.28,563.7
Oil & Masala,Edible Oil & Ghee,Theni,2018-10-01,1668,0.1,283.56
Food Grains,Rice,Tirunelveli,2018-10-01,727,0.23,247.18
Bakery,Cakes,Kanyakumari,2018-12-28,979,0.1,430.76
Bakery,Breads & Buns,Tirunelveli,2018-12-28,1362,0.18,381.36
Bakery,Biscuits,Bodi,2018-12-28,1626,0.24,650.4
Fruits & Veggies,Fresh Vegetables,Bodi,2018-12-28,681,0.23,286.02
"Eggs, Meat & Fish",Eggs,Madurai,2017-11-03,2017,0.21,322.72
Beverages,Health Drinks,Krishnagiri,2016-09-18,980,0.16,205.8
Bakery,Biscuits,Krishnagiri,2016-09-18,931,0.31,418.95
Food Grains,Organic Staples,Vellore,2016-09-18,1454,0.31,276.26
Fruits & Veggies,Organic Vegetables,Krishnagiri,2018-07-20,2139,0.14,192.51
Food Grains,Organic Staples,Dindigul,2018-07-20,1456,0.14,567.84
Fruits & Veggies,Organic Fruits,Dharmapuri,2016-09-10,2403,0.14,480.6
Beverages,Soft Drinks,Viluppuram,2018-12-01,822,0.13,98.64
Food Grains,Atta & Flour,Bodi,2018-12-01,750,0.16,165.0
Fruits & Veggies,Fresh Fruits,Ooty,2018-12-01,1483,0.29,281.77
"Eggs, Meat & Fish",Fish,Vellore,2018-12-01,1072,0.3,310.88
Snacks,Cookies,Dharmapuri,2018-12-01,842,0.22,176.82
Snacks,Chocolates,Ramanadhapuram,2016-07-03,1479,0.29,73.95
Oil & Masala,Spices,Namakkal,2016-07-03,619,0.12,229.03
Food Grains,Rice,Trichy,2017-03-20,1784,0.29,428.16
Bakery,Cakes,Coimbatore,2017-03-20,1586,0.31,650.26
Oil & Masala,Masalas,Tenkasi,2017-03-20,1354,0.24,324.96
Fruits & Veggies,Organic Vegetables,Salem,2017-03-20,1545,0.34,432.6
Food Grains,Dals & Pulses,Salem,2015-01-09,2409,0.27,867.24
Oil & Masala,Spices,Ooty,2015-01-09,1432,0.15,300.72
Snacks,Noodles,Salem,2015-08-08,1443,0.25,533.91
Food Grains,Rice,Salem,2015-08-08,1770,0.19,177.0
Beverages,Health Drinks,Vellore,2015-08-08,1298,0.3,272.58
"Eggs, Meat & Fish",Eggs,Nagercoil,2015-08-08,1674,0.12,652.86
"Eggs, Meat & Fish",Eggs,Ramanadhapuram,2017-07-14,1925,0.16,712.25
Fruits & Veggies,Fresh Vegetables,Karur,2017-07-16,1963,0.27,392.6
Snacks,Chocolates,Cumbum,2017-07-16,1899,0.3,797.58
Beverages,Soft Drinks,Madurai,2017-07-16,2172,0.2,608.16
Oil & Masala,Spices,Perambalur,2015-03-15,2289,0.2,618.03
Snacks,Noodles,Tirunelveli,2015-03-15,2110,0.3,590.8
Beverages,Health Drinks,Viluppuram,2015-03-15,1577,0.33,599.26
Beverages,Health Drinks,Salem,2015-03-15,2092,0.17,920.48
Beverages,Soft Drinks,Pudukottai,2015-03-15,2269,0.21,907.6
Oil & Masala,Spices,Nagercoil,2015-05-23,1426,0.14,470.58
"Eggs, Meat & Fish",Eggs,Ramanadhapuram,2015-05-23,1895,0.28,852.75
Fruits & Veggies,Organic Fruits,Viluppuram,2015-05-23,580,0.14,168.2
Snacks,Noodles,Ramanadhapuram,2017-04-28,791,0.19,142.38
Food Grains,Atta & Flour,Viluppuram,2017-04-28,1167,0.28,303.42
Snacks,Chocolates,Cumbum,2017-09-11,1138,0.29,102.42
Beverages,Health Drinks,Cumbum,2017-09-11,885,0.19,265.5
Snacks,Noodles,Vellore,2018-11-14,1149,0.25,471.09
Food Grains,Atta & Flour,Nagercoil,2018-11-14,753,0.23,301.2
Food Grains,Atta & Flour,Pudukottai,2018-08-18,2493,0.23,922.41
"Eggs, Meat & Fish",Mutton,Namakkal,2018-08-18,2236,0.24,961.48
"Eggs, Meat & Fish",Fish,Karur,2018-08-18,2106,0.16,884.52
Bakery,Biscuits,Viluppuram,2018-08-18,1873,0.33,618.09
Snacks,Chocolates,Tirunelveli,2018-08-18,1155,0.31,138.6
"Eggs, Meat & Fish",Mutton,Chennai,2015-12-26,1881,0.27,432.63
Beverages,Health Drinks,Nagercoil,2016-11-29,2285,0.21,982.55
Bakery,Biscuits,Namakkal,2016-11-29,561,0.23,134.64
"Eggs, Meat & Fish",Eggs,Cumbum,2016-11-29,1482,0.19,340.86
Fruits & Veggies,Organic Vegetables,Dindigul,2016-11-29,977,0.18,332.18
Food Grains,Atta & Flour,Tirunelveli,2018-09-15,1595,0.14,717.75
Fruits & Veggies,Organic Vegetables,Perambalur,2018-05-19,1069,0.28,128.28
Beverages,Soft Drinks,Coimbatore,2018-12-17,566,0.2,215.08
Beverages,Soft Drinks,Dharmapuri,2018-12-17,1551,0.27,155.1
"Eggs, Meat & Fish",Chicken,Coimbatore,2017-12-11,1279,0.13,409.28
Bakery,Biscuits,Coimbatore,2017-12-11,745,0.26,208.6
Food Grains,Rice,Dindigul,2017-12-11,540,0.17,32.4
"Eggs, Meat & Fish",Eggs,Ooty,2018-09-24,620,0.29,43.4
"Eggs, Meat & Fish",Fish,Cumbum,2018-09-24,1931,0.26,308.96
Bakery,Biscuits,Namakkal,2016-10-04,2151,0.27,215.1
Food Grains,Atta & Flour,Chennai,2017-08-15,1547,0.15,665.21
Bakery,Breads & Buns,Vellore,2017-08-15,926,0.28,240.76
Bakery,Breads & Buns,Theni,2017-05-20,1419,0.34,283.8
Snacks,Cookies,Tenkasi,2017-05-20,534,0.16,101.46
Oil & Masala,Spices,Dindigul,2017-12-18,2037,0.21,448.14
Food Grains,Atta & Flour,Vellore,2018-07-30,966,0.13,183.54
Food Grains,Atta & Flour,Dharmapuri,2018-07-30,1125,0.21,427.5
Oil & Masala,Spices,Madurai,2018-06-10,2333,0.14,139.98
Snacks,Noodles,Kanyakumari,2018-07-21,1361,0.24,299.42
"Eggs, Meat & Fish",Eggs,Nagercoil,2018-12-30,1656,0.31,149.04
Snacks,Noodles,Cumbum,2017-04-01,1351,0.25,202.65
Beverages,Health Drinks,Ooty,2017-04-01,992,0.33,109.12
"Eggs, Meat & Fish",Fish,Dharmapuri,2017-12-11,559,0.1,223.6
Snacks,Chocolates,Viluppuram,2017-12-11,2404,0.23,697.16
Food Grains,Rice,Chennai,2017-12-11,1082,0.28,421.98
"Eggs, Meat & Fish",Fish,Dindigul,2017-10-23,1051,0.21,147.14
Fruits & Veggies,Organic Vegetables,Kanyakumari,2018-06-19,1578,0.22,362.94
Oil & Masala,Edible Oil & Ghee,Nagercoil,2018-06-19,1086,0.27,434.4
Bakery,Cakes,Dharmapuri,2017-08-22,1703,0.2,221.39
Food Grains,Rice,Vellore,2017-08-22,1630,0.13,537.9
Snacks,Chocolates,Trichy,2017-08-22,1689,0.31,236.46
Beverages,Health Drinks,Perambalur,2017-09-19,1972,0.3,216.92
Oil & Masala,Masalas,Trichy,2017-09-19,1797,0.28,682.86
Beverages,Soft Drinks,Pudukottai,2016-08-24,1562,0.16,421.74
Fruits & Veggies,Fresh Fruits,Madurai,2016-08-24,2398,0.29,671.44
Bakery,Cakes,Coimbatore,2016-08-24,2372,0.13,237.2
Beverages,Soft Drinks,Dharmapuri,2016-08-24,1527,0.1,106.89
Snacks,Chocolates,Nagercoil,2017-03-26,884,0.29,150.28
Fruits & Veggies,Fresh Vegetables,Vellore,2017-11-04,2482,0.17,645.32
Food Grains,Atta & Flour,Pudukottai,2018-06-08,1250,0.3,125.0
Food Grains,Rice,Ooty,2018-06-08,1548,0.14,356.04
Beverages,Health Drinks,Nagercoil,2018-06-08,2147,0.25,536.75
"Eggs, Meat & Fish",Fish,Vellore,2015-12-24,2159,0.19,647.7
Snacks,Noodles,Salem,2018-06-09,1054,0.2,432.14
"Eggs, Meat & Fish",Fish,Ooty,2018-06-09,883,0.12,291.39
Oil & Masala,Spices,Trichy,2018-06-09,1676,0.15,134.08
Fruits & Veggies,Fresh Vegetables,Dindigul,2018-06-15,2323,0.25,673.67
"Eggs, Meat & Fish",Eggs,Ramanadhapuram,2018-12-05,1292,0.29,297.16
Food Grains,Organic Staples,Trichy,2018-12-05,2421,0.11,387.36
Bakery,Cakes,Bodi,2018-12-05,1204,0.19,457.52
Snacks,Cookies,Cumbum,2018-03-18,2118,0.13,868.38
"Eggs, Meat & Fish",Chicken,Chennai,2018-03-18,1832,0.21,549.6
Beverages,Health Drinks,Tirunelveli,2018-03-18,1136,0.33,170.4
"Eggs, Meat & Fish",Fish,Kanyakumari,2018-03-18,1952,0.22,585.6
Beverages,Health Drinks,Vellore,2017-11-19,1686,0.27,573.24
Oil & Masala,Spices,Salem,2017-11-19,2202,0.19,748.68
"Eggs, Meat & Fish",Chicken,Perambalur,2017-11-19,2397,0.26,743.07
Snacks,Chocolates,Kanyakumari,2018-11-04,1709,0.28,615.24
Snacks,Noodles,Coimbatore,2018-11-04,2340,0.29,444.6
Oil & Masala,Spices,Trichy,2015-07-05,1130,0.34,327.7
Oil & Masala,Masalas,Ramanadhapuram,2015-07-05,960,0.19,144.0
Bakery,Cakes,Trichy,2015-07-05,2142,0.21,149.94
Oil & Masala,Masalas,Vellore,2018-12-25,774,0.27,69.66
Food Grains,Rice,Salem,2015-06-21,2427,0.28,461.13
Food Grains,Organic Staples,Karur,2015-06-21,2231,0.23,379.27
"Eggs, Meat & Fish",Chicken,Perambalur,2015-06-21,1163,0.25,314.01
Oil & Masala,Spices,Ramanadhapuram,2016-03-28,520,0.1,52.0
Bakery,Breads & Buns,Ramanadhapuram,2016-03-28,713,0.28,299.46
Bakery,Biscuits,Perambalur,2016-05-14,2128,0.1,425.6
"Eggs, Meat & Fish",Mutton,Viluppuram,2016-05-14,2302,0.18,230.2
Oil & Masala,Masalas,Chennai,2016-05-14,1735,0.11,572.55
Beverages,Health Drinks,Ooty,2016-05-14,2178,0.13,718.74
"Eggs, Meat & Fish",Chicken,Dindigul,2016-05-14,2173,0.12,956.12
Oil & Masala,Edible Oil & Ghee,Perambalur,2016-05-14,1064,0.27,234.08
Beverages,Health Drinks,Chennai,2016-05-14,1259,0.25,276.98
Bakery,Breads & Buns,Ooty,2018-09-02,2086,0.23,229.46
Oil & Masala,Spices,Tirunelveli,2017-11-04,2062,0.18,268.06
Bakery,Biscuits,Namakkal,2016-04-09,2463,0.32,197.04
Food Grains,Dals & Pulses,Ooty,2015-09-12,506,0.22,136.62
"Eggs, Meat & Fish",Chicken,Chennai,2015-09-12,1354,0.35,500.98
Snacks,Chocolates,Bodi,2015-09-12,1030,0.25,247.2
Oil & Masala,Masalas,Madurai,2015-12-02,530,0.28,174.9
Beverages,Soft Drinks,Coimbatore,2015-12-02,1409,0.11,408.61
Bakery,Breads & Buns,Vellore,2015-12-02,1419,0.27,255.42
Food Grains,Atta & Flour,Tirunelveli,2015-04-05,2371,0.32,900.98
Snacks,Noodles,Krishnagiri,2018-09-03,1078,0.21,258.72
"Eggs, Meat & Fish",Eggs,Dindigul,2018-05-19,1084,0.21,54.2
Food Grains,Atta & Flour,Karur,2018-05-19,1498,0.19,179.76
Food Grains,Dals & Pulses,Theni,2018-05-19,1797,0.28,449.25
Food Grains,Dals & Pulses,Bodi,2015-07-01,1596,0.34,351.12
Fruits & Veggies,Fresh Fruits,Tenkasi,2015-01-11,2019,0.14,868.17
Bakery,Breads & Buns,Namakkal,2018-09-24,2146,0.21,643.8
"Eggs, Meat & Fish",Eggs,Tirunelveli,2015-06-02,544,0.3,174.08
Fruits & Veggies,Fresh Vegetables,Tenkasi,2015-06-02,1271,0.3,152.52
Beverages,Soft Drinks,Karur,2017-02-13,762,0.18,129.54
Bakery,Cakes,Viluppuram,2017-12-15,1862,0.16,800.66
Oil & Masala,Edible Oil & Ghee,Chennai,2017-12-15,617,0.31,209.78
"Eggs, Meat & Fish",Fish,Bodi,2015-10-07,2130,0.23,426.0
Food Grains,Dals & Pulses,Perambalur,2017-07-07,1272,0.3,63.6
Food Grains,Dals & Pulses,Tirunelveli,2018-09-16,661,0.14,92.54
"Eggs, Meat & Fish",Chicken,Karur,2018-09-16,2290,0.29,480.9
